,index,Actor,ActorID,Film,Year,Votes,Rating,FilmID,in_endgame
2076,181248,Tom Vaughan-Lawlor,nm2534167,The Cured,2017,7870,5.6,tt3463106,1
2077,181249,Tom Vaughan-Lawlor,nm2534167,Maze,2017,2975,5.9,tt5752606,1
2078,181250,Tom Vaughan-Lawlor,nm2534167,Daphne,2017,1605,6.1,tt5467554,1
2079,181251,Tom Vaughan-Lawlor,nm2534167,The Infiltrator,2016,69528,7.0,tt1355631,1
2080,181252,Tom Vaughan-Lawlor,nm2534167,The Secret Scripture,2016,6678,6.7,tt3344694,1
2081,181253,Tom Vaughan-Lawlor,nm2534167,Becoming Jane,2007,58678,7.0,tt0416508,1
2082,181254,Tom Vaughan-Lawlor,nm2534167,The Tiger's Tail,2006,1265,5.8,tt0490499,1
2083,182458,Ross Marquand,nm2739851,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2084,182459,Ross Marquand,nm2739851,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2085,182460,Ross Marquand,nm2739851,Sheep & Wolves,2016,2888,5.8,tt3746824,1
2086,182461,Ross Marquand,nm2739851,Amira & Sam,2014,2501,6.1,tt3139538,1
2087,182462,Ross Marquand,nm2739851,Down and Dangerous,2013,845,5.1,tt2090488,1
2088,182463,Ross Marquand,nm2739851,Broken Roads,2012,207,5.1,tt1945052,1
2089,182464,Ross Marquand,nm2739851,A Lonely Place for Dying,2009,333,6.0,tt1161861,1
2090,183784,Pom Klementieff,nm2962353,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2091,183785,Pom Klementieff,nm2962353,Uncut Gems,2019,228307,7.4,tt5727208,1
2092,183786,Pom Klementieff,nm2962353,The Addams Family,2019,29546,5.8,tt1620981,1
2093,183787,Pom Klementieff,nm2962353,A.I. Tales,2019,177,3.7,tt8773700,1
2094,183788,Pom Klementieff,nm2962353,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2095,183789,Pom Klementieff,nm2962353,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
2096,183790,Pom Klementieff,nm2962353,Ingrid Goes West,2017,37028,6.6,tt5962210,1
2097,183791,Pom Klementieff,nm2962353,Newness,2017,14529,6.4,tt6408226,1
2098,183792,Pom Klementieff,nm2962353,Hacker's Game,2015,508,3.6,tt3140724,1
2099,183793,Pom Klementieff,nm2962353,Old Boy,2013,69860,5.7,tt1321511,1
2100,183794,Pom Klementieff,nm2962353,Paris a tout prix,2013,1864,5.7,tt2420886,1
2101,183795,Pom Klementieff,nm2962353,Porn in the Hood,2012,1478,5.3,tt2282849,1
2102,183796,Pom Klementieff,nm2962353,Radiostars,2012,1311,6.0,tt2104080,1
2103,183797,Pom Klementieff,nm2962353,Delicacy,2011,12670,6.6,tt1828995,1
2104,183798,Pom Klementieff,nm2962353,Sleepless Night,2011,4609,6.7,tt1683921,1
2105,183799,Pom Klementieff,nm2962353,Love Lasts Three Years,2011,4591,6.1,tt1638328,1
2106,183800,Pom Klementieff,nm2962353,Borderline,2011,540,5.7,tt1669694,1
2107,183801,Pom Klementieff,nm2962353,Loup,2009,552,6.4,tt1535103,1
2108,183802,Pom Klementieff,nm2962353,The Easy Way,2008,638,5.7,tt1139806,1
2109,183803,Pom Klementieff,nm2962353,Apres lui,2007,613,5.9,tt0922354,1
2110,185651,Emma Fuhrmann,nm3409535,Murder in the Vineyard,2020,141,4.9,tt11096446,1
2111,185652,Emma Fuhrmann,nm3409535,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2112,185653,Emma Fuhrmann,nm3409535,Girl Followed,2017,470,4.9,tt6137494,1
2113,185654,Emma Fuhrmann,nm3409535,Lost in the Sun,2016,3696,6.1,tt3593046,1
2114,185655,Emma Fuhrmann,nm3409535,Blended,2014,121226,6.5,tt1086772,1
2115,185656,Emma Fuhrmann,nm3409535,The Magic of Belle Isle,2012,17810,7.0,tt1839654,1
2116,187713,Letitia Wright,nm4004793,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2117,187714,Letitia Wright,nm4004793,Guava Island,2019,9562,6.7,tt8858104,1
2118,187715,Letitia Wright,nm4004793,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2119,187716,Letitia Wright,nm4004793,Black Panther,2018,638034,7.3,tt1825683,1
2120,187717,Letitia Wright,nm4004793,Ready Player One,2018,375603,7.4,tt1677720,1
2121,187718,Letitia Wright,nm4004793,The Commuter,2018,105023,6.3,tt1590193,1
2122,187719,Letitia Wright,nm4004793,Urban Hymn,2015,362,6.6,tt2184335,1
2123,187720,Letitia Wright,nm4004793,My Brother the Devil,2012,3064,6.6,tt2076897,1
2124,187721,Letitia Wright,nm4004793,Victim,2011,388,5.1,tt1698027,1
2125,187841,Tom Holland,nm4043618,Cherry,2021,16260,6.6,tt9130508,1
2126,187842,Tom Holland,nm4043618,Chaos Walking,2021,8140,5.7,tt2076822,1
2127,187843,Tom Holland,nm4043618,Onward,2020,108354,7.4,tt7146812,1
2128,187844,Tom Holland,nm4043618,The Devil All the Time,2020,99133,7.1,tt7395114,1
2129,187845,Tom Holland,nm4043618,Dolittle,2020,50409,5.6,tt6673612,1
2130,187846,Tom Holland,nm4043618,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2131,187847,Tom Holland,nm4043618,Spider-Man: Far from Home,2019,336117,7.5,tt6320628,1
2132,187848,Tom Holland,nm4043618,Spies in Disguise,2019,37620,6.8,tt5814534,1
2133,187849,Tom Holland,nm4043618,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2134,187850,Tom Holland,nm4043618,Spider-Man: Homecoming,2017,523789,7.4,tt2250912,1
2135,187851,Tom Holland,nm4043618,The Current War,2017,21276,6.5,tt2140507,1
2136,187852,Tom Holland,nm4043618,Pilgrimage,2017,4750,5.8,tt3531202,1
2137,187853,Tom Holland,nm4043618,Captain America: Civil War,2016,675997,7.8,tt3498820,1
2138,187854,Tom Holland,nm4043618,The Lost City of Z,2016,81724,6.6,tt1212428,1
2139,187855,Tom Holland,nm4043618,Edge of Winter,2016,3722,5.4,tt4526546,1
2140,187856,Tom Holland,nm4043618,In the Heart of the Sea,2015,125334,6.9,tt1390411,1
2141,187857,Tom Holland,nm4043618,Billy Elliot,2014,1492,8.4,tt4085696,1
2142,187858,Tom Holland,nm4043618,Locke,2013,137841,7.1,tt2692904,1
2143,187859,Tom Holland,nm4043618,How I Live Now,2013,28476,6.5,tt1894476,1
2144,187860,Tom Holland,nm4043618,The Impossible,2012,203492,7.6,tt1649419,1
2145,187861,Tom Holland,nm4043618,The Secret World of Arrietty,2010,82394,7.6,tt1568921,1
2146,189236,Carrie Coon,nm4689420,The Nest,2020,6415,6.4,tt8338762,1
2147,189237,Carrie Coon,nm4689420,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2148,189238,Carrie Coon,nm4689420,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2149,189239,Carrie Coon,nm4689420,Widows,2018,88832,6.9,tt4218572,1
2150,189240,Carrie Coon,nm4689420,Kin,2018,15047,5.8,tt6017942,1
2151,189241,Carrie Coon,nm4689420,The Legacy of a Whitetail Deer Hunter,2018,3548,5.5,tt4762824,1
2152,189242,Carrie Coon,nm4689420,The Post,2017,138479,7.2,tt6294822,1
2153,189243,Carrie Coon,nm4689420,The Keeping Hours,2017,3293,6.3,tt5114154,1
2154,189244,Carrie Coon,nm4689420,Izzy Gets the F*ck Across Town,2017,1585,5.5,tt5198796,1
2155,189245,Carrie Coon,nm4689420,Strange Weather,2016,1220,5.9,tt5205210,1
2156,189246,Carrie Coon,nm4689420,Gone Girl,2014,873628,8.1,tt2267998,1
2157,191061,Winston Duke,nm6328300,Spenser Confidential,2020,72796,6.2,tt8629748,1
2158,191062,Winston Duke,nm6328300,Nine Days,2020,373,7.4,tt10451852,1
2159,191063,Winston Duke,nm6328300,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2160,191064,Winston Duke,nm6328300,Us,2019,235233,6.8,tt6857112,1
2161,191065,Winston Duke,nm6328300,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2162,191066,Winston Duke,nm6328300,Black Panther,2018,638034,7.3,tt1825683,1
2163,191722,Jacob Batalon,nm8188622,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2164,191723,Jacob Batalon,nm8188622,Spider-Man: Far from Home,2019,336117,7.5,tt6320628,1
2165,191724,Jacob Batalon,nm8188622,Let It Snow,2019,18412,5.8,tt1950235,1
2166,191725,Jacob Batalon,nm8188622,The True Don Quixote,2019,181,5.3,tt6863222,1
2167,191726,Jacob Batalon,nm8188622,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
2168,191727,Jacob Batalon,nm8188622,Every Day,2018,18902,6.4,tt7026672,1
2169,191728,Jacob Batalon,nm8188622,Blood Fest,2018,4706,5.4,tt7208564,1
2170,191729,Jacob Batalon,nm8188622,Banana Split,2018,2486,6.2,tt7755856,1
2171,191730,Jacob Batalon,nm8188622,Spider-Man: Homecoming,2017,523789,7.4,tt2250912,1
2172,191869,Lexi Rabe,nm9962642,Silk Road,2021,2050,5.9,tt7937254,1
2173,191870,Lexi Rabe,nm9962642,Avengers: Endgame,2019,849079,8.4,tt4154796,1
2174,191871,Lexi Rabe,nm9962642,Godzilla: King of the Monsters,2019,146737,6.0,tt3741700,1
